word,bo,sk,sva,pl,la,ar,tg,ml,krl,fa,hi,en,za,is,uk,ps,sa,id,ta,tcy,ca,da,vi,af,yea,ms,ko,kru,lt,ja,ug,gv,gon,nn,de,nl,lb,az,te,ku,ro,pt,gdb,km,bg,vro,tl,br,et,hu,oc,hy,se,mt,kxv,vep,kfe,gl,ba,sv,bfq,xmf,ur,kfa,kff,kfb,mn,th,lo,my,pci,lv,it,fi,brh,fo,bn,be,ru,mk,cs,he,fr,liv,cy,ga,sq,gd,xub,ka,tr,ny,zu,sl,kn,es,el,vot,yi,fy,tcx,lzz,mjt,as
name,*miŋ,ˈmɛnɔ,ʒäχɛ,ˈi.mʲɛ,,ism,nɔːm,peɾə,ˈnimi,nɒːm,naːm,neɪm,,napn,iˈmjɑ,,n̪ɑ́ː.mɐn̪,,pe:ɾə,pudaɾə,ˈnɔm,,ten˧˧,,pe:ɾu,namə,iɾɯm,na:me,ˈvɐrːdɐs,na̠ma̠e̞,ɑt,,poɾol,,ˈnaːmə,naːm,num,ɑd,pe:ɾu,ˈnɑːv,ˈnu.me,ˈno.mɨ,tukud,j̥ʰmoḥ,ˈimɛ,ˈnimi,,,ˈnimi,ˈneːv,,ɑˈnun,ˈnamma,ˈiːsɛm,doru,ˈnimi,pe:ɾ,,iˈsɪ̞m,namn,esaɾə,säχɛli,,peda,pedeɾ,pe:ɾ,nir,t͡ɕʰɯː˥˩,sɯː˦˦,ʔəmjì/,pidir,vàːɾds,ˈno.me,ˈnimi,pin,naun,nam,jiˈmʲa,ˈimʲə,,ˈjmɛːno,,nɔ̃,ˈnim,ˈɛnʊ,ˈanʲəmʲ,ɛməɾ,,pja:ɾə,säχɛli,ɑt̪,ˈd͡zí.na,îːɡâːma,iˈméː,hesaru,ˈnom.bɾe,ˈo̞no̞ˌma,ˈnimi,nɔmɛn,,pe:ɾ,dʒɔχɔ,na:mi,
die,,ˈumri̯ɛc,dägrä,uˈmʲɛ.rat͡ɕ,ˈmo.ri.or,ˈmaːta,murdæn,maɾikkuga,ˈkuolːɑ,moɾˈd̪æn,məɾ.nɑː,daɪ,taːi˨˦,ˈteiːja,,,mɐ́.ɽɐ.t̪i,,tʃa:,sajjaɾa,muˈɾi,dø,t͡ɕet̚˧˦,,tʃa:ɭa,mati,t͡ɕuk̚t͈a̠,kʰena,ˈmʲɪrʲ.tʲɪ,ɕinɯ̟ᵝ,,,ha:,,ˈʃtɛʁbən,ˈdoːtxaːn,,œlˈmæk,tʃatʃtʃipo:ʋu,,muˈri,mu.ˈʁeɾ,tukud,tāy,oˈmiɾəm,ˈkːuːlmɑ,,,ˈsuremɑ,ˈmɛkhɒl,,mɛrˈnɛl,ˈjaːpmiːh(t),mɪːt,,ˈkoldɑ,ta:ʋə,,,,sa:ʋadə,ʁurä,mərna,tʃ:ɭa,ɖollatam,tigte:n,,taːj˧,taːj˩˧,θè,cay,mīɾt,moˈrire,ˈkuolːɑ,kahing,,,,ʊmʲɪˈratʲ,,ˈumr̝iːt,,mu.ʁiʁ,ˈkuːolɨ,,,vdɛs,,maɾdo:g,sikʼvdili,œlˈmɛc,,fá,,sa:ji,,peˈθeno,ˈkoːlːɑ,,,keɖuoisi,ʁurä,keəa:na:keəida:h,mɔɹ
child,,ˈɟi̯e.ca,bɛpʰʃw,ˈd͡ʑɛt͡s.kɔ,ˈfiː.li.us,tˁifl,kɵdæk,,ˈlɑpsi,bætːʃʰe,bət͡ʃ.t͡ʃɑː,t͡ʃaɪld,lɯk˧,ˈpartn,deˈtɪnɐ,,ɕí.ɕu,,,,ˈnən,barn,ʔɗɨə˧˦ ʔɓɛ˧˦,kənt,,anaʔ,ʌ̹ɾini,,ˈvɐɪ̯ˑkɐs̪,ko̞do̞mo̞,ˈbɑlɑ,,,bɑːrn,kɪnt,kɪnt,kant,uˈʃɑχ,,ˈzɑːɾok,fiw,ˈfi.ʎu,,kūn,dɛˈtɛ,ˈlɑtːsː,,,ˈlɑps,ˈɟɛrɛk,,jɛɾɛˈχɑ,ˈmaːnnaː,,,ˈlɑpsʲ,,ˈne.na,bɑˈɫɑ,bɑːrn,,bäʁänä,,,,,,luːk̚˥˩,,kʰəlé,,bæ̀ːɾns,bamˈbi.no,ˈlɑpsi,,ˈpatn,,,rʲɪˈbʲɵnək,ˈdɛtɛ,ˈɟiːcɛ,ˈje.led,ɑ̃.fɑ̃,ˈlæpʃ,ˈplɛntɨ̞n,ˈpˠɑːʃtʲə,,,,bävʃvi,t͡ʃo̞ˈd͡ʒuk,,uḿ̩ntwaːna,ɔˈtrɔ́k,,ˈixo,peˈði,ˈlɑhsi,kɪnd,bɛːn,,bɛrɛ,,sɔli
two,*gȵis,ˈdva.ja,jɔri,dva,ˈdu.o,(ʔi)θnaːn,,ɾendə,ˈkɑksi,duː,,tuː,ŋei˧,tʰveiːr,ˈdʋɑ,dwa,,,ɾenɖə,ɾaɖɖu,ˈdos,toː,haːj˧˧,tvɪə̯,iɾandə,duə,tuːɭ,i:rəb,,ɲ̟i,iˈkːi,d̪eː,ɾeɳɖu,,t͡svaɪ̯,tʋeː,t͡sweː,iki,ɾeɳɖu,,doj,ˈdojʃ,iɾuɖu,bīr,,ˈkːɑtːsː,da.laˈwa,,ˈkɑks,ˈkɛtːøː,,jɛɾˈku,ˈku̯okːte,,rinɖa,ˈkɑks,eɖu,,iˈkɪ̞,tvoː,eɾaɖə,ʒiri,,daɳɖə,ɾeɳɖ,duɖə,xɔjər,sɔːŋ˩˩˦,sɔːŋ˩˧,n̥ɪʔ,ir(ḍu),,ˈdu.e,ˈkɑksi,iɾat,,,dva,dva,,dva,,dø,ˈkɑkʃ,daɨ̯,d̪ˠoː,dy,,əddu,ɔri,iki,,,ˈdʋáː,jeɾaɖu,dos,ˈðiˌo̞,ˈkɑhsi,tsvɛj,,e:ɖə,ʒur,pa:nɖa,dui
come,*joŋ,,liqʰɛd,pʂɨˈxɔ.d͡ʑit͡ɕ,ˈwe.ni.oː,d͡ʒaː.ʔa,ɔːmædæn,ʋaɾuga,ˈtulːɑ,ɒːmæˈd̪æn,ɑːn̪ɑː,kʌm,tau˥,ˈkʰɔːma,,rɑˈt̪ləl,,da.taŋ,ʋa:,baɾaɾa,vəˈni,kɔmə,laːj˧˨ʔ,kɔm,ba:,dataŋ,o̞da̠,baɾna,ɐˈtʲɛjːtʲɪ,kɯ̟ᵝɾɯ̟ᵝ,,,ʋa,,ˈkɔmən,ˈkoːmə(n),,,ʋatʃtʃu,ˈhɑːtɯn,veˈni,ˈviɾ,ʋa,mk,,ˈtːulɤmɑ,pu.mun.ˈta,,ˈtulemɑ,ˈjøn,,ɡɑl,,,,ˈtuldɑ,bʰulo:gam,,,ˈkɔmːa,pappa,mɔulä,an̪a,ba:,ʋa,ʋa,irəx,maː˧,maː˦˥,là,ver,nāːkt,veˈnire,ˈtulːɑ,banning,,,,prʲɪxɐˈdʲitʲ,,ˈpr̝̊ɪxaːzɛt,,və.niʁ,ˈt̪uːld̪ɑ,doːd,t̪ˠaɾˠ,,hikʲ,ba:ɾ,mɔsvlä,ɡælˈméc,,za,ˈprìːti,baru,beˈniɾ,ˈeɾxome,ˈtulɤɑ,ˈkʊmən,,pa:ɾti,mɔlvä,baɾəa:,aʱ
big,,,χɔʃä,dɔˈrɔ.swɨ,,ka.biːr,,ʋaludə,ˈsuːri,,,bɪɡ,,,ʋeˈlɪkei̯,ɣaʈ,,,peɾija,malla,ˈɡɾan,,,,baleji,,ˈɘːɾɯn,koha,,o̞to̞na̠,,,pedda,,ɡʁoːs,,,,pedda,,,mɐjˈɔɾ,muɾe,,,ˈsːuːr,,,ˈsuːr,ˈfɛlnøːtː,,mɛt͡s,,,be:ɾ,ˈsurʲ,toɖut,,,ˈvɵkˌsɛn,doɖɖadə,didi,,baljadə,beɾɾa,bʰu:mi,,,,,berto,,ˈɡran.de,ˈiso,ballun,,,,bɐlʲˈʂoj,ˈɡɔlɛm,,ɡaˈdɔl,ɡʁɑ̃,ˈsuːr,,,,,dappu,didi,,,,,doɖɖadu,maˈɟ͡ʝoɾ,,ˈsuːri,,,ittu:ɖə,didi,be:ɖo,daŋɔɹ
three,*ksum,ˈtri,sɛmi,tʂɨ,treːs,θa.laː.θa,,,ˈkolme,,t̪in,θɹiː,θaːm˨˦,θriːr,trɪ,d̪re,t̪ɽí,ti.ɡa,,,ˈtɾəs,,ʔɓaː˧˧,,,tiɡə,sʰe̞ːt̚,,,*/sam,yt͡ʃ,t̪riː,,,dʁaɪ̯,dri,dʀæi̯,ʏtʃ,,,trej,ˈtɾeʃ,,pī,,ˈkːolm,tatˈlɔ,,ˈkolm,ˈhaːrom,tres,jɛˈɾɛkʰ,ˈkolːpma,,,ˈkuːme,,,ʏ̞s,treː,,sumi,,,,,ɢʊrəw,saːm˩˩˦,saːm˩˧,θóʊɴ,,trîːs,tre,ˈkolme,,trʊdʒɪr,,,trʲi,,tr̝ɪ,,tʁwɑ,ˈkuolm,triː,tʲɾʲiː,tɾɛ,,,sämi,,,,ˈtríːjɛ,,tɾes,ˈtri.a,ˈkɤlmɤd,dʁaj,,,sum,,tini
they,,ˈɔɲi,ɛdʒær,ˈɔ.ɲi,ˈi.iː,hu.maː,,,ˈhyø,ʔeːˈʃɒːn,ʋeː,ðeɪ,,θeiːr,wɔˈnɪ,,,məreka,,,ˈeʎs,di,hɔ˧˨ʔ,,,mərekə,kɯdɯɭ,,jæ,ka̠ɾe̞ɾa̠,uˈlɑr,,,,ziː,zɛi̯,,o(n)lar,,,jej,ˈe.lɨʃ,,gāt´,t̪ɛ,ˈnimæʔ,,,ˈnemɑd,ˈøːk,,nəˈɾɑŋkʰ,,ˈuːmɐ,,ˈhiː,,,uˈɫɑr,dɔm,,tʰinɛpʰi,,,,,,kʰaw˩˩˦,,θùdo̰,,,,ˈhe,,tʰaiːɹ,t̪ara,,ɐˈnʲi,tiɛ,ˈoɲɪ,,il,ˈne̞,huːɨ̯,ʃiəd̪ˠ,aˈta,iət̪,,isini,onˈlar,ˈi.wó,ɓoːná,ˈɔ̀ːni,,ˈeʎos,,ˈnæmæd,,ja,,ɛntʰɛpʰɛ,,xiʱɔt
that,,tɛn,ɛdʒi,ˈtam.tɛn,ˈis.te,ðaː.li.ka,,a:,ˈtuo,ɒːn,,ˈðæt,,,,,,,anta,aʋu,əˈkəʃ,dən,ʔɗɔ˧˦,,aʋe:,itu,kɯ,hu:,,⟨so2 no2⟩,,,adu,,ˈjeːnɐ,dɑt,,ɔ,ā,,aˈt͡ʃela,ˈe.sɨ,adə,noḥ,ˈɔnzi,ˈtːuː,,,ˈtoː,ˈɒz,,ɑjd,,,et,ˈse,adhə,,,dɛnː,adə,tʰinä,,adə,addu,ad,,nan˥˩,,hò,ā,tas,ˈkwello,ˈtuo,ae,,,toj,tot,,ˈtamtɛn,,sə,ˈt̪ɑː,ˈhʊnʊ,ənˠ,,ʃɪn,adə,is,ʃu,,,,ā,ˈese,,ˈtoː,,,adə,ɛjä,a:du,
one,*kt͡ɕik,ˈjɛdɛn,ɛʃχu,ˈjɛ.dɛn,ˈuː.nus,waː.ħid,,onnə,ˈyksi,jekʲ,,wʌn,it˥,eitn,oˈdɪn,,ɐ́j.kɐ,sa.tu,onnə,ondʒi,ˈun,,mot̚˧˨ʔ,,ondʒu,satu,ha̠na̠,o:nd,,it͡ɕi̥,bir,nɛːn,ondi,,aɪ̯ns,eːn,eːn,,okaʈi,ˈjɛk,ˈu.nu,ˈũ,okuʈi,muay,,ˈytːsː,iˈsa,ˈỹː.nãn,ˈyks,ˈɛɟː,,mɛk,ˈokːta,,ranɖi,ˈyksʲ,o:dit,,bɪ̞r,ɛt,ondə,ärtʰi,,ondə,oɾɾo:ʈ,okko:t,niɡ,nɯŋ˨˩,nɯŋ˧˧,tɪʔ,ok,viɛ̂ns,ˈuno,ˈyksi,asit,,æk,,ɐˈdʲin,,ˈjɛdɛn,,œ̃,ˈikʃ,ɨːn,iːnˠ,ɲə,ɯːn,ʋandə,ɛrtʰi,biɾ̝̊,ˈmó.d͡zi,,,ondu,ˈuno,ˈe̞na,ˈyhsi,,,uttə,är,o:nd,ɛk
fear,,strax,mäqʼäl,strax,ˈpa.wor,xawf,,,ˈvɑrɑt,,,fɪə,,ˈr̥aiðstla,,,bʱɐ.jɐ́,ta.kut,,,ˈpo,,,frɪəs,,,ˈko̞ːŋpʰo̞,,,,,,,,ʔaŋst,ɑŋst,aŋʃt,ɡorˈχu,,,ˈfrikə,ˈme.du,,,,ˈpːelkæmæ,,ɔ̃n,ˈkɑrtmɑ,ˈfeːlɛlɛm,,vɑχ,,,,ˈvɑrɑitɑ,,,,,,ʃkʰurini,,,,,,klua̯˧,,bəjà,,bâjlɛs,paˈu.ra,ˈpelætæ,,,,,strax,,ˈstrax,,pœʁ,ˈæd̪ɑːgɨ,,ˈaɡlˠə,ˈfɾik(ə),,,ʃiʃi,,,,ˈstráːx,,ˈmjedo,,ˈpelːætæ,,,,ʃkʼurinä,,bʱɔe
foot,,ˈnɔɦa,lägæäm,ˈstɔ.pa,peːs,ra.d͡ʒi.la,pɔːj,aṭi,ˈjɑlkɑ,pɒː,pɛːɾ,fʊt,tin˨˦,,,,pɐ́d̪,,aɖi,ka:lə,ˈpɛw,foːd,ʔɓaːn˨˩ t͡ɕən˧˧,,ka:lə,kaki,pa̠ɭ,kʰeɖ,,a̠ɕi,,,ka:l,fuːt,fuːs,vut,fou̯s,ɑˈjɑχ,aɖugu,ˈpiː,piˈt͡ʃjor,ˈpɛ,pa:dam,joeṅ,stəˈpalo,ˈjɑlk,,,ˈjɑlg,ˈlaːb,pɛ,vɔtkʰ,,,pa:dami,ˈjoug,tapaɖ,ˈpɛ,,fuːt,anga:lə,närtʃäkʼutʃχi,,anga:l,aɖugu,dʒeʈʈa,,tʰaːw˦˥,,t͡ɕʰè/,tūk,,ˈpjɛde,ˈjɑlkɑ,nat,ˈfɔuːtʊɹ,,naˈɣa,nɐˈɡa,,ˈnoɦa,ˈʁɛɡɛl,pje,ˈlɑbɑː,troːɨ̯d,kɔsˠ,kəm.bə,kʰas,ka:lə,tʼɛrpʰi,ɑˈjɑk,ˈpʰa.zí,úːɲaːwo,stɔˈpàːlɔ,aḍi,pje,ˈpoði,ˈʝɑlkɑ,fʊs,,ko:l,tʼäbu,ɾaɖadu,
guts,,,tʃʼintʃʼil,,,,,,ˈsuonet,,,ɡʌts,,,,,,,,,,,,,,,,,,,,,,,ˈaɪ̯nɡəvaɪ̯də,,,,,,,,,,,ˈsːoːlikuʔ,,,ˈsoːled,ˈbeːl,,pʰoɾoˈtikʰ,,,,ˈsoliʃt,,,,,,tʃʼi,,,,,,,,ʔù,,,,ˈsuolisto,,,,,kʲɪʂˈkʲi,ˈt͡srɛva,,,ɑ̃t.ʁaj,ˈsuːold̪,,ˈɪn̠ʲiː,,,,nätsʼlävi,,,,,,,,ˈsoːlɤd,,,,tʃʼu,,
fall,,,liwɛχ,ˈspa.dat͡ɕ,ˈka.doː,wa.qa.ʕa,,,ˈkirvotɑ,oftʰɒːˈdæn,ɡɪɾ.nɑː,fɔːl,,ˈfatla,ˈpadatɪ,,pɐ́.t̪ɐ.t̪i,,,,ˈkaw.ɾə,,ŋaː˦ˀ˥,fal,,,nʌ̹mʌ̹d͡ʑida̠,,,ot͡su,,,,,ˈfaln̩,ˈvɑlə(n),,dyʃˈmæk,,ˈkɛtɯn,kəˈde̯a,kɐˈiɾ,,d̥ʰlāk´,ˈpad̪əm,ˈsːɑtɑmɑ,,,ˈkukːumɑ,ˈɛʃik,,əŋkˈnɛl,,,,ˈkirbotɑ,,,,falːa,,dɔntʰχäpʰä,ɡɪrˈna,,,,ʊnəx,tok̚˨˩,,t͡ɕa̰,,,kaˈdere,ˈpudotɑ,,fatl,ˈpɔɽa,,ˈpadətʲ,,ˈpadat,,tɔ̃.be,ˈsɑd̪ːɨ,ˈsərθjɔ,tʲɪtʲ,ˈbiɛ,t̪uʰtʲ,,dätsɛmä,,,,ˈpaːsti,,kaˈeɾ,,ˈlɑngɤtɑ,,,,gɛntʰχinu,,pɔ.ɹa
smoke,*du.ba,ˈdim,zinqʰ,dɨm,ˈfuː.mus,du.xaːn,,puka,ˈsɑvu,,d̪ʱuː.ɑ̃ː,sməʊk,,ˈreiːkʏr,dɪm,d̪od̪,d̪ʱuː.mɐ́,,pukai,poga,ˈfum,røj,xɔj˧˦,,poge,asap,ˈjɘːnɡi,mosaga,,keburi,,ˈd͡ʒeːax,poja,,ʁaʊ̯x,roːk,damp,tysˈty,poga,,,ˈfu.mu,poa:g,p̥ʰsaeṅ,,ˈsːɑu,,,ˈsuits,ˈfyʃt,,t͡suχ,ˈsuo̯vva,,,ˈsɑvu,pegu,ˈfume̝,tʏ̞.ˈtʏ̞n,,hoge,kʼumä,d̪ʱuã,poge,kumpo:ɖ,pog,ʊtʰa,kʰwan˧,,ʔəkʰó,tūk,,,ˈsɑʋu,mo:ʃ,ˈɹɔiːjkʊɹ,,dɨm,dɨm,,diːm,,fy.me,ˈsov,muːɡ,ˈdʲat̪ˠəx,,t̪ɔʰtʲ,pəggi,bɔli,,ˈu.t͡sí,íntuːtʰú,ˈdím,hoge,ˈumo,kaˈpno̞s,ˈsɑvːu,,,pukuɖti,kʼɔmä,mo:ha,
green,*ld͡ʑaŋ.kʰu,ˈze̞.ɫe̞.niː,jərʒi,ʑɛˈlɔ.nɨ,ˈwi.ri.dis,ʔax.dˁar,,patʃtʃa,ˈvihrie,sæbz,ɦə.ɾɑː,ɡɹiːn,,kraitn,zeˈlɛnei̯,zərˈɣun,,,patʃtʃə,patʃtʃe,ˈvɛɾt,ɡrœn,maw˨˩,,patʃtʃe,hid͡ʒau̯,no̞ks͈e̞k̚,haɾija:ɾ,,mʲido̞ɾʲi,jeˈʃil,,patʃtʃad,,ɡʁyːn,ɣrun,ɡʀeŋ,jɑˈʃɯɫ,patʃtʃa,,ˈver.de,ˈveɾ.ðɨ,tukud,paitṅ,zɛˈlɛn,ˈrohilinɤ,,,ˈroheline,ˈzøld,ˈbert,kɑˈnɑt͡ʃʰ,,ˈɐħdɐr,a:kupatʃtʃa,ˈvihɑnd,patʃtʃə,ˈbeɾðe̝,jæˈʃɪ̞l,ɡrøːn,patʃtʃe,tsʼvänɛ,,patʃtʃe,patʃtʃa,niguɾ,,kʰia̯w˩˩˦,,séɪɴ,pay,zaʎʃ,ˈver.de,ˈʋihreæ,guanakki,,,zʲaˈlʲonɨ,zʲɪˈlʲɵnɨj,,ˈzɛlɛniː,jaˈʁok,vɛʁ,ˈoːʎɑz,ɡwɨ̞rð,ɡlˠasˠ,ˈɟɛlbəɾ,ˈuəɲə,passla:ngi,mtsʼvänɛ,jeˈʃil,,,zɛˈlɛ́n,hasiru,ˈberde,ˈpɾasinos,ˈrohoin,ɡʁin,ɣriə̯n,patʃtʃai,χäntʃʼɛni,ɾanalo,xɛu.zia
four,*bʑi,ˈʃtiri,wɔʃtʰχw,ˈt͡ʂtɛ.rɨ,ˈkʷat.tu.or,ʔar.ba.ʕa,,,ˈnelʲːæ,tʃæˈhɒːɾ,,fɔː,θei˧˥,ˈfjouːrir,t͡ʃoˈtɪrɪ̞,t͡sa.lor,t͡ɕɐ́.t̪uɽ,əm.pat,,,ˈkwa.tɾə,fiːrə,ʔɓon˧˦,,,əmpat,ne̞ːt̚,,kʲɛt̪ʊˈrʲɪ,jo̞,tøt,kʲeːə(r),,,fiːɐ̯,vir,ˈfɜɪ̯ɐ,dœɾd,,,ˈpa.tru,ˈkwa.tɾu,,puan,,ˈneli,ˈa.pat,,ˈneli,ˈneːɟ,ˈkatre,t͡ʃʰɔɾs,ˈɲe̯aʎːʎe,,,ˈnelʲː,,,dʏrt,ˈfyːˌra,,ɔtʰχi,,,,,torəw,siː˨˩,siː˧˧,lé,,tsætri,ˈkwat.tro,ˈneljæ,,ˈfʊiːɹa,,t͡ʂaˈtɨrɨ,t͡ɕɪˈtɨrʲe,,ˈt͡ʃtɪr̝ɪ,,katʁ,ˈne̞ːʎɑ,ˈpɛdwar,ˈcahəɾʲ,ˈkatəɾ,,,ɔtʰχi,dœɾt,,,ˈʃtìːrjɛ,,ˈkwatɾo,ˈte̞se̞ˌra,ˈnelːæ,fiʀ,,,ɔtʰχɔ,,sa.ɹi
year,*lo,ˈrɔk,zæ,rɔk,ˈan.nus,ʕaːm,,,ˈvuozi,sɒːl,saːl,jɪə,pi˨˦,auːr,,kɑl,,,,,ˈaɲ,,nam˧˧,jɑːr,,tahon,ɲjʌ̹n,,,nẽ̞ɴ,jil,blʲeːnʲ,,oːr,jaː(ɐ̯),jaːr,joː(e)ʀ,,,ˈsɑːl,an,ˈɐ.nu,,c̥ʰnāṃ,ɡɔˈdinə,ˈɑːsːtːɑkː,,ˈblwaː,ˈɑːstɑ,ˈeːv,,tɑˈɾi,ˈjahkiː,ˈsɛnɐ,,ˈvozʲ,,,jɯ̞ɫ,,,tsʼänä,,,,,,piː˧,piː˩˨,n̥ɪʔ,,,ˈan.no,ˈʋuosi,,ɔaːɹ,,ɣot,ɡot,,rok,ʃaˈna,a.ne,ˈɑːigɑst̪,,bʲlʲiənʲ,,,,tsʼɛli,ˈjɯɫ,ˈt͡ʃa.ká,úɲâːɠa,ˈlèːtɔ,,ˈaɲo,ˈxɾonos,ˈvoːsi,jɔʁ,iə̯r,,tsʼänä,,bɔ.sɔɹ
bird,*bʲa,ˈftaːk,næpʼr,ptak,ˈa.wis,tˁaːʔir,paɾːanˈda,pakʂi,ˈlintu,pʰæɾænˈde,t͡ʃɪ.ɽiː.jɑː,bɜːd,ɣok˧,fʏkl,ˈptɑx,marˈɣa,ʋí,,paɾaʋai,pakki,ˈaw,fuːl,t͡ɕim˧˧,,paktʃi,buroŋ,sʰe̞ː,oɖa,ˈpɒʊk.ʃtʲɪs,⟨to2ri⟩,quʃ,ˈoʒaɡ,piʈʈə,fʉɡl,ˈfoːɡəl,ˈvoːɣəl,ˈfuʁəl,ɡuʃ,pakʂi,,,ˈpa.sa.ɾu,titə,pk̥sī,ˈptitsə,ˈtːsːirkː,,,ˈlind,ˈmɒdaːr,awˈsɛl,tʰərˈtʃʰun,ˈlodːdiː,asˈfuːr,minu,ˈlind,pakkigaɭ,,qʊ̞ʂ,foːɡəl,,kʼvintʃä,,pakʂi,piʈʈe:ku,piʈʈa,ʃʊwʊ,nok̚˦˥,nok˦,ŋ̊ɛʔ,tūk,,uˈt͡ːʃɛlːo,ˈlintu,tʃok,,,,ˈptʲit͡sə,ˈpti.t͡sa,ptaːk,t͡siˈpoʁ,wa.zo,ˈlind̪,aˈdɛrɨ̞n,eːnˠ,zɔɡ,ian,pikki,tʃitʼi,,ᵐbáˈɽa.me,íɲoːni,ˈptítʃ,hakki,ˈpaxaɾo,puˈli,ˈlintu,fɔjɡl,,paɾaʋai,kʼintʃi,pudʒudu,sɔɹaɪ
when,,,ʃɔmä,ˈkʲɛ.dɨ,ˈkʷan.doː,ma.taː,,,ˈkonsɑ,kʰej,kəb,ʍɛn,,,kɔˈlɪ,,kɐ.d̪ɑ́ː,ka.pan,,,ˈkwan,vɔrnɔːr,xi˧˧ naːw˨˩,,,bi.lə,ˈɘːnd͡ʑe̞,,kɐˈdɐ,nã̠ɲ̟d͡ʑi,,,,,van,ʋɑˈneːr,,ˈhɑt͡ʃɑn,,,kɨnd,ˈkwɐ̃.du,,ʾṅ̥kāl´ṇā,,ˈkːunɑ,,,ˈmilːɑl,ˈmikor,,jɛɾpʰ,,,,ˈkonz,,,ˈqɑsɑn,,,muʒäms,,,,,,mɯa̯˥˩,mɯa˧˧,bɛ̀dɔ̰,,,ˈkwando,ˈkoskɑ,,,kɒ.kʰɒn,,kɐɡˈda,ˈkɔɡa,ɡdɪ,maˈtaj,kɑ̃,ˈkunɑː,prɨːd,kəˈhɪnʲ,,,,rɔdis,,,,ˈɡdàːj,,ˈkwando,ˈpote,ˈkɤnz,,,,mundɛs,,kɛ.tia
dog,*kʰʲi,ˈpɛs,ʒɛʁ,pʲɛs,ˈka.nis,kalb,sæɡ,na:ja,ˈkoirɑ,sæɡ,kʊt̪.t̪ɑː,dɒɡ,ma˨˦,ˈhʏntʏr,,,ɕʋɐ́n̪,aɲ.dʒiŋ,na:ji,na:ji,ˈɡos,hun,t͡ɕɔ˧˦,ɦɔnt,na:ji,and͡ʒeŋ,ke̞ː,alla,ʂuə,inɯ̟ᵝ,it,ˈmɔːðə,nej,,hʊnt,ɦɔnt,hont,,kukka,,ˈkɨj.ne,ˈkɐ̃w̃,ne,c̥ʰkae,ˈkutʃɛ,ˈpːini,,,ˈkoer,ˈkucɒ,ˈɡus,ʃun,ˈpea̯na,kɛlp,,ˈkoir,na:ji,,ɪ̞t,hɵnd,ne,dʒɔʁɔri,kutɑː,na:ji,nej,a:te,nɔxɔi,maː˩˩˦,maː˩˨,kʰwé,netta,,ˈka.ne,ˈkoirɑ,kutʃak,ˈhʊntʊɹ,kukuɾ,,sɐˈbakə,,pɛs,,ʃjɛ̃,ˈpiɲ,kiː,ˈmˠad̪ˠɾˠə,cɕɛn,kuː,na:jə,dzäʁli,cøˈpec,ˈɡa.ɽú,îːɲdʒá,ˈpə́s,na:ji,ˈpero,ˈscilos,ˈkoirɑ,hʊnt,huːn,noi,dʒɔʁɔri,kutʃtʃo,kukuɹ
few,,ˈmaːlo,mɔid,ˈma.wɔ,ˈpau̯.kus,qa.liːl,,,ˈvæhæine,kʲæm,kʊt͡ʃʰ,fjuː,,,ˈmɑlo,ləɡ,,,,,ˈpɔk,fɔː,ʔit̚˧˦,,,,ˈt͡ɕɘːk̚t͈a̠,,,sɨ̥ᵝko̞ɕi,,,,,ˈveːnɪç,ˈʋɛi̯nəx,,ɑz,,,puˈt͡sin,ˈpow.kuʃ,,tic,,ˈveityʔ,,,ˈʋæhe,ˈkɛveːʃ,,kʰitʃʰ,,,,ˈvæhæ,,,æð,foː,,tʃʼitʃʼɛ,,,,,,nɔːj˦˥,nɔːj˥˧,nɛ́,,,ˈpɔ.ko,ˈʋæhæn,,,,,nʲɪˈmnoɡʲɪj,ˈmaɫku,ˈmaːlo,,pø,ˈve̞it̪ɨ,əˈχədɨ̞ɡ,bʲɔɡ,,,,tsɔtʼä,ɑz,,,mâlo,,,ˈliɣos,ˈvæhæː,,,,mtsikʰä,,
good,,ˈdɔbriː,χɔtʃä,ˈdɔ.brɨ,ˈbo.nus,,,nalla,ˈhyvæ,xuːb,ət͡ʃ.t͡ʃʰɑː,ɡʊd,ɗei˨˦,ˈkouːðʏr,ˈdɔbrɪj,xə,s̪ɑː.d̪ʱú,,nalla,eɖɖedana,ˈbɔ,ɡoð,tot̚˧˦,χut,nallə,baeʔ,ˈt͡ɕo̞ːtʰa̠,da:ʋ,ˈɡʲæɾɐs,joɕi,jɑχʃi,,assal,,ɡuːt,ɣut,,jɑχˈʃɯ,mantʃi,,bun,bõ,tukud,l̥ʾ,doˈbɤr,ˈhæː,maˈbu.ti,,ˈheɑ,ˈjoː,,lɑv,,ˈtɐjːɛp,nejun,ˈhyvæ,oludə,ˈbo,jɑqˈʂɯ̞,ɡuːd,oɭɭajadə,dʒgiri,əˈtːʃʰaː,nalla,mantʃid,sobhatan,sɛ̃ːŋ,diː˧,,káʊɴ,tūk,,ˈbwɔː.no,ˈhyʋæ,dʒua:n,ˈkɔuːwʊɹ,bʱɑlo,ˈdobrɨ,xɐˈroʂɨj,,ˈdobriː,,bɔ̃,ˈjɨvɑː,daː,mˠa,majɾ,maː,nall,kʼärgi,,,,ˈdòːbər,oɭɭijadu,ˈbweno,kaˈlos,ˈyvæ,ɡʊt,,ulti,kʼäi,he:ɖu,bʱal
