word,nv,ku,mg,tn,ca,kfe,lo,bfq,bg,mk,an,si,hu,ta,nn,sv,kfa,tt,kk,rm,gon,mh,es,sa,gd,ne,id,ky,cs,ks,ae,om,pt,ar,av,kxv,el,kff,ko,kw,ps,my,kl,br,gdb,sc,fi,af,se,am,qu,gn,eu,th,wo,gl,ab,gv,kfb,bn,ga,yi,is,fo,co,as,ro,mi,sl,ay,wa,dz,ii,pci,ha,oc,tr,az,ch,brh,nb,os,hi,pl,ru,ht,pa,ba,ug,sd,aa,tk,mjt,vi,xub,it,tg,rw,kn,mt,tcy,ty,xmf,hy,la,et,bm,te,jv,ml,lv,zu,st,de,sq,lt,lb,gu,ee,ki,fr,za,ja,ka,da,fa,mn,sk,he,nl,mr,ny,xh,cy,yea,sva,km,tl,kru,ur,iu,ce,sw,cv,tcx,fy,uk,uz,lzz,bo,ms,li,be
father,,,,,ˈpa.ɾə,,pʰɔː˦,,bɐˈʃta,,,,ˈɒpɒ,,,,,,,baːp,,,ˈpadɾe,pi.t̪ŕ̩,ˈahəɾʲ,,bapa,,ˈotɛt͡s,,,,paj,ʔab,,,paˈteras,,a̠bʌ̹d͡ʑi,taːz,,ʔəpʰè,,ˈtɑːt,,ˈβabbu,ˈisæ,fɑːdər,ˈaːhːt͡ʃiː,,,,aiˈta,pʰɔː˥˩,,,,ˈeːar,,abba,ˈahəɾʲ,ˈfɔtəʁ,ˈfaːðɪr,ˈfɛaːjɪɹ,,dɛʊ.ta,ˈta.tə,,ˈɔ̀ːtʃɛ,,,,,,,ˈpajɾe,bɑˈbɑ,ɑˈtɑ,,,,,pɪ.t̪ɑː,ˈɔj.t͡ɕɛt͡s,ɐˈtʲet͡s,,,ɑˈtɑj,dɑdɑ,,,,,ʔɓaː˧˧,,ˈpa.dre,,,,,,,mumä,hɑjɾ,ˈpa.ter,,,,,,tǣːws,úɓaːɓá,,ˈfaːtɐ,baba,ˈtʲeːvɐs,pɑp,,,,pɛʁ,,ototosama,mämä,,pʰeˈd̪æɾ,,ˈɔcɛt͡s,(ʔ)av,ˈvaː.dər,,ˈɓa.ᵐbo,,taːd,,mu,ýubuk,,,pət̪ɑː,,,,,,hai̯t,ˈbɑtʲkɔ,,bäbä,,bapə,,ˈbat͡sʲka
fear,,,,,ˈpo,,,,,,,,ˈfeːlɛlɛm,,,,,,,,,,ˈmjedo,bʱɐ.jɐ́,,,ta.kut,,ˈstrax,,,,ˈme.du,xawf,,,,,ˈko̞ːŋpʰo̞,,,bəjà,,ɔ̃n,,,ˈpe̞lko̞,frɪəs,,,,,,klua̯˧,,,,,,,ˈaɡlˠə,,ˈr̥aiðstla,,,bʱɔe,ˈfrikə,,ˈstráːx,,,,,,,,,ɡorˈχu,,,,,,strax,strax,,,,,,,,,,,paˈu.ra,,,,,,,ʃkʰurini,vɑχ,ˈpa.wor,,,,,,bâjlɛs,,,ʔaŋst,ˈfɾik(ə),,aŋʃt,,,,pœʁ,,,ʃiʃi,,,,strax,,ɑŋst,,,,,,mäqʼäl,,,,,,,,,,,,,ʃkʼurinä,,,,
fruit,,,,,,,,,plɔt,,,,ˈɟymølt͡ʃ,,,ˈfrɵkt,,,,,,,ˈfɾuta,pʰɐ́.l̪ɐ,,,,,ˈovot͡sɛ,,,,ˈfɾu.ta,faː.ki.ha,,,,,ˈkwa̠ːiɭ,,,ʔəθí,,fʁwɛs,,,ˈhedelmæ,,,,,,,luːk̚˥˩,,ˈfɾojta̝,,meːs,,pʰɔl,ˈt̪ˠɔɾˠə,fʁʊχt,ˈauːvœxstʏr,,,,,,ˈsáːdɛʃ,,,,,,,,,mɛjvæ,,,,,pʰəl,ˈɔ.vɔt͡s,plot,,,jɪ̞ˈmɪ̞ʃ,,,,,,kwaː˧˩,,ˈfru.tːo,mevæ,,,,,,χili,pəˈtuʁ,ˈfruːk.tus,,,,,,âwɡlis,isítʰeːlo,,fʁʊxt,,ˈvai̯sʲʊs,,,ˈkʊˌtʃɛˌtʃɛ,,fʁɥi,maːk˧˥,,χili,frɔɡt,miːve,ur,ˈɔvɔt͡si̯ɛ,pʁi,vrʏxt,,t͡ʃiˈpá.t͡so,,fruːɨ̯θ,,χil,p̥ʰlaejʰoe,,,pʰəl,,,,,,,,,χilä,*ɕiŋ.tok,buah,,
man,,ˈmɯɾov,,,ˈɔ.mə,ganmagu,ma˧˧ nut˧˧,kanɖumuga,tʃoˈvɛk,ˈt͡ʃɔvɛk,,,ˈɛmbɛr,a:ɳə,²mɛnːɛʃə,mɛnːɪɧa,a:naaɭə,,ɑˈdɑm,,mankal,,ˈombɾe,mɐ.n̪uʂ.jɐ́,t̪ɯɲə,,o.raŋ,,ˈt͡ʃlovjɛk,,,,ˈɔmẽɪ̯,ʔin.saːn,,kakasi,ˈanθɾɔpɔs,magaʋa:ɳɖ,ˈsʰa̠ːɾa̠m,,,lù,,,tukud,ˈɔmine,ˈiçmine̞n,,,,,,,ma˦˥.nut̚˦˥,,ˈɔmɪ,,,maniʂa:n,manuʃ,ˈd̪ˠɪnʲə,mɛnt͡ʃ,ˈmanːɛsca,,,ma.nuʱ,om,,ˈtʃlɔ̀ːʋɛk,,,,,tūk,,,inˈsɑn,inˈsɑn,,naɾeenə,,,məˈnʊ.ʂjə,ˈt͡ʂwɔ.vʲɛk,t͡ɕɪlɐˈvʲek,,,kɪ̞ˈʃɪ̞,,,,,muɖsa:,ŋɨəj˨˩,gəɳɖaɭə,ˈwɔ.mo,,,ganɖasu,ˈbnɪːdɛm,a:ndʒʋu,,kʼɔtʃi,mɑɾtʰ,ˈho.moː,,,puɾuʂuɖu,,a:ɳə,tsìlvæ̀ːks,umúːntu,,mɛnʃ,ɲɛˈɽi,ʒmoˈɡʊs,mənʃ,,,,ɔm,βun˧˩,⟨pi1to2⟩,kʼätsi,,,,ˈt͡ʃɫɔvɛk,,mɛns,,,úḿ̩ːⁿtu,dɨːn,panija,märɛ,mnus̥s,,me:t,,ˈi.nuk,,,,a:lom,ˈminskə,,,kʼɔtʃi,,,,t͡ʂaɫaˈvʲek
narrow,,,,,əsˈtɾət,,,,ˈtɛsɛn,,,,ˈsyːk,,,,,,,,,,es̺ˈtɾe.tʃo,,kʰɯːɫ̪,,,,ˈuːskiː,,,,iʃ.ˈtɾɐj.tu,dˁaj.jiq,,,,,,,,t͡ɕɪ́ɴ,,,,,ˈkɑpeɑ,,,,,,,kʰɛːp̚˥˩,,,,,,,kuːŋ,,ˈθrøyŋkʏr,,,,strɨmt,,ˈòːzək,,,,,,,,,dɑr,,,,,t̪əŋɡ,ˈvɔ̃s.kʲi,ˈuskʲɪj,,,ˈtɑr,,,,,,hɛp̚˧˨ʔ,,ˈstretːo,,,,,,,intsʼrɔ,nɛʁ,anˈɡus.tus,,,,,,ʃàuɾs,,,ɛŋ,,,,,,,e.tʁwa,,se̞ma̠i,vitsʼrɔ,snɛvər,,narʲiŋ,ˈuːski,,nɑu,,,,kɨːl,,näχwtsʼi,cṅ̥ʾiat,,,,,,,,,,wʊˈzʲkɪi̯,,ndäri,,,,ˈvuskʲi
dirty,,,,,ˈbɾut,,,,,,,,ˈpiskoʃ,,²ʃɪtːn̩,,,,,,,,ˈsuθjo,,,,,,ˈʃpɪnaviː,,,,ˈsu.ʒu,,,,,,ˈtɘːɾʌ̹p̚t͈a̠,,sxɑ,ɲɪʔ,,,,,,,,,,,,sok̚˨˩.ka˨˩.prok̚˨˩,,,,,,,sˠəˈl̪ˠax,,ˈouːr̥eitn,,,lɛ.tɛ.ɹa,murˈdar,,uˈmáːzan,,,,,,,,,t͡ʃirkˈli,,,,,ɡən.d̪ɑː,ˈbrud.nɨ,ˈɡrʲaznɨj,,,,,,,,,ʔɓən˧˩,,ˈspɔrko,,,,,,,tsʼindämi,kɛχˈtɔt,ˈsor.di.dus,,,,,,nɛtīːɾs,,,ˈʃmʊt͡sɪç,,,,,,,sal,,kʲita̠na̠i,tʃʼutʃʼqʼiäni,beskit,kʲæˈsiːf,,,,vœy̯l,,,,,,lətsʼid,k̥rk̥ʰvk´,,,ɡə̃nd̪ə,,,,,,,,,lɛbɔni,,koto(r),,ˈbrudnɨ
hand,,,,,ˈma,kaij,mɯː˦˥,kaj,rəˈka,,,,ˈkeːz,kaj,hɑnd,hand,kaj,,qol,,kaj,,ˈmano,ɦɐ́s̪.t̪ɐ,ɫ̪ãːv,,taŋan,,ˈruka,,,,ˈmɐ̃w̃,jad,,keju,ˈçeɾi,kaj,sʰo̞n,,lɑs,lɛʔ,,ˈdɔʁn,ki:,,ˈkæsi,,,,,,,mɯː˧,,,,,keju,ɦat̪,l̪ˠɑːvˠ,hant,hœnt,hɔnt,,,ˈmɨ.nə,,rɔ̀ːka,,,,,key,,ma,el,,,ɖu:,han,,ɦaːt̪ʰ,ˈrɛŋ.ka,rʊˈka,mɜ̃,,quɫ,,,,,ʈeʈu,taj˧˧,ki:ja,ˈmaːno,,ikiɡaːnza,kaj,,kai,,χɛ,d͡zɛrkʰ,ˈma.nus,kæsi,,tʃejji,,kaj,ɾùoka,isáːnɮa,,hant,dɔɹ,ɾɐŋˈkɐ,hant,,əsɪ,ɣuɔ̀kɔ́ꜜ,mɛ̃,mɯ˧˩,,χɛli,hɔnˀ,dæst,ɢar,ˈruka,jad,ɦɑnt,,ˈd͡za.ⁿd͡ʒa,ísáːⁿd̥ɮa̤,ɬaːu̯,kaj,ʃi,ṭai,,kʰekkʰa,ɦat̪ʰ,,,,,koi,,rʊˈkɑ,,χɛ,,taŋan,,
what,,,,,ˈkə,eta:nə,ɲaŋ˩˨,e:nə,kɐkˈvɔ,,,,ˈmi,enne,kʋɑː,vɑː(d),jentə,,,,baʈʈal,,ˈke,,tʲeː,,,,t͡so,,,,u ˌki,maː.ðaː,,ena,,ba:ta,muʌ̹t̚,,,bà,,ˈpe.tʁa,enna:ʈ,,,vat,,,,,,ʔa˨˩.raj˧,,,,,em,,kad̪ˠ,vɔs,xʷaːð,kvɛaːʰt,,ki,t͡ʃe,,ˈkàːj,,,,,nāto,,,,næ,,antə,,,kjɑː,t͡sɔ,ʂto,,,,nemɛ,,,,indiɾdu,zi˨˩,ajindi,,,,je:nu,,entʃina,,mu,int͡ʃʰ,kʷid,,,ēmi,,endə,,,,vas,tʃfaɹ(ə),,,,,atea,kwa,,na̠ɲ̟i,rä,vad,tʃʰe,,ˈt͡ʃɔ,,ʋɑt,,t͡ʃiˈjá.ni,,beːθ,entai,mæ,ʾī,aˈno,je:ndra,kjaː,,,,,inno,,ʃtʃɔ,,mu,*ɡa.re,apə,,ʂto
fight,,,,,ʎujˈta,,tɔː˧˧ suː˨˩,,,,,,ˈhɒrt͡sol,,,,,,,,,,peleˈaɾ,,,,,,ˈbojovat,,,,lu.ˈtaɾ,qaː.ta.la,,,,,ta̠tʰuda̠,,,jàɴpʰjɪʔ,,,,,,,,,,,,suː˥˩,,,,,,,t̪ˠɾˠɪdʲ,,,,,zũza,,,,,,,,,,,,,,,,,ləɽ.nɑː,ˈval.t͡ʂɨt͡ɕ,ˈdrat͡sːə,,,,,,,,,t͡ɕiən˧˦ ʔɗəw˧˦,,lɔt.ˈta.re,,,,,,,tʃχupʼi,kərˈvɛl,ˈpuɡ.noː,,,,,,,,,kɛm(p)fən,,,,,,,batʁ,,,tʃχubi,,,,ˈbɔjɔvac,,ˈstrɛi̯də(n),,,,,,litsuäl,vāytp´,a.ˈwaj.in,,,,,,,,,,,ɔkʼɔkʼidinu,,,,
warm,,,,,kəˈlent,bʰulo:gam,,uppekke,ˈtɔpəl,,,,ˈmɛlɛɡ,ʋedəʋedəppə,,varm,bekke,,,,ka:sta,,kaˈljente,,,,,,ˈtɛpliː,,,,,daː.fiʔ,,,ze̞ˈsto̞s,ʋe:ɖ,t͈a̠t͈ɯtʰa̠da̠,,,pù,,,ʋeʈal,,,,,,,,,ʔun˨˩,,ˈkɛnt̪ɪ,,,ʋekka,,tʲɛ,,,,,,kald,,ˈtɔ̀ːpəw,,,,,tūk,,,ɯˈɫɯk,iɫɯχ,,ba:sun,,,,ˈt͡ɕɛ.pwɨ,ˈtʲɵplɨj,,,jɯ̞.ˈɫɯ̞,,,,,kuɖni,ʔəm˧˦,su:ɖə,ˈkaldo,,,betʃtʃage,,betʃtʃa,,tʼibu,d͡ʒɛɾm,ˈka.li.dus,,,ʋetʃtʃa,,uṣṇa,sīlts,,,vaʁm,,ˈʃʲɪltɐs,vaːʀm,,,,ʃo,,a̠ta̠ta̠ka̠i,tʰbili,,ɡʲæːɾm,,ˈcɛpliː,,ʋɑr(ə)m,,,,,bekki,tʼɛbdi,k̥ṭau,,udum,,,,,,kortilije,vaːrm,,,tʼibu,,haŋat,,ˈt͡sʲopɫɨ
grass,,,aʔit͡ʂạ,,ˈeɾ.bə,,ɲaː˨˩,,trɛˈva,,,,ˈfyː,,ɡrɑːs,,,,,,,,ˈpas.to,t̪ŕ̩.ɳɐ,ˈfiəɾ,,,,ˈtraːva,,,,ˈɡɾɐ̃mɐ,ħa.ʃiːʃ,,,,,,,,mjɛʔ,,ˈɡɛwt,,,ˈheinæ,,ˈsitnuː,,,,,jaː˥˩,,ˈɛɾβa̝,,feːə,,,fʲeːɾˠ,ɡʁɔz,kraːs,kɹɛaːs,,ɡʱãʱ,ˈjar.bə,,ˈtràːʋa,,,,,,,ˈɛrβo,ɔt,,,,,,,ˈtra.va,trɐˈva,,,ʏˈlæn,,,,ɔt,,kɔ˧˩,,ˈɛrba,sæbzæ,,,ħɐˈʃiːʃ,,,tʼqʼä,χɔt,ˈher.ba,,,,,,,útʃâːni,,ɡʁaːs,baɾ,ʒoˈlʲeː,ɡʀaːs,,,,ɛʁb,ɲɯ˥,kɯ̟̊ᵝsa̠,bäläχi,,sæbze,ows,ˈtraːva,ˈdeʃe,ɣrɑs,,ˈu.d͡zú,,ˈɡlaswɛɬd,,mɛl,s̥mau,daˈmo,,,,,,,,ɣɛːs,,,tʼkʼä,*rt͡sʷa,,,
lie,,,,,mənˈti.də,bʰulo:gam,,haɖaʋə,ɫəˈʒa,,,,ˈhɒzukʃaːɡ,keɖə,,lœŋn,budda,,,,miɳɖsi,,menˈtiɾa,,,,,,lɛʃ,,,,mẽ.ˈti.ɾɐ,,,,,undʒa,ˈkɘːd͡ʑinma̠ɭ,,,mṵðá,,,tukud,,ˈʋɑleˣ,,,,,,,,,,,,laba:ɖ muɖsati,,bʲɾʲeːɡ,,ˈlɪːjɪ,,,,,,ˈláːʃ,,,,,maḍ,,,jaɫan,jaˈɫan,,dɾogʰ taɖing,,,d͡ʒʱuːʈʰ,ˈkwam.stfɔ,loʂ,,,jɑɫ.ˈʁɑn,jɑlʁɑn,,,,ko:ɖpo,nɔj˧˦ zoj˧˦,ba:ɖ,buˈd͡ʒi.a,,,malagu,,buɾo:naɾa,,dɔndʒirä,sut,menˈdaː.ki.um,,,paɖukonu,,kiɖakkuga,,,,ˈlyːɡə,,ˈmʲæːɫas,ˈliʑən,,,,mɑ̃.sɔ̃ʒ,,ɯ̟ᵝso̞,tsʼɔlä,løɡn,doˈɾuːɣ,xʊtəɮ,ˈkɫamstvɔ,,ˈløː.ɣə(n),,ˈɓó.d͡za,,,bi:ndo,liqʼwrɛ,kuhk,maɡ.si.nu.ŋa.ˈliŋ,paiha,,,,,,poaʈtʃi:,,,,dɔndʒiru,,,,
bone,tsʔɪn,,,,ˈɔs,jeluʋə,,ilə,kɔst,,,,ˈt͡ʃont,elumbə,bæɪn,ˈbeːn,mu:ɭe,,,,bokka,,ˈweso,ɐ́s̪.t̪ʰi,,,,,kost,,,,ˈo.su,ʕaðˁm,,,o̞ˈsto̞,bu:la:,,,,ʔəjó,,ˈas.kɔrn,tukud,,ˈluː,,ˈtaːkːtiː,,,,,kra˨˩.duːk̚˨˩,,ˈɔso̝,,kreːw,bokka,,knɑːvʲ,,ˈpeiːn,bain,,,os,,ˈkóːst,,,,,būla,,ˈɔs,ceˈmic,syˈmyk,,aɖɖə,,,ɦəɖ.ɖiː,kɔɕt͡ɕ,kosʲtʲ,,,hʏ̞.ˈjæk,,,,,o:tʃuldi:,sɨəŋ˧˧,jaləʋə,ˈɔsso,ustuxɔːn,,jelubu,ˈaˁːdmɐ,ellə,,dzväli,vɔsˈkɔɾ,oːs,,,jemuka,,ellə,,îːtʰâːmbo,,ˈknɔχn,,ˈkä̂ˑʊ̯ɫɐs̪,ʃɑŋk,,,,ɔs,,pone,dzväli,knɔɡlə,ostoxɒn,,ˈkɔsc,ˈʕɛsˀɛm,beːn,,ˈfú.pa,,,mu:ɭe,dʒidʒw,c̥ʰʾẏṅ,,kʰotʃol,,,,,,elf,,,,qʼvili,,tulaŋ,,kosʲt͡sʲ
where,,,,,ˈon,,,,,ˈkadɛ,,,ˈɒɦol,,,dɛːr,,,,,,,ˈdonde,,,,,,ɡdɛ,,,,ˈõ.d͡ʒi,,,,,,ʌ̹di,,,,,,,,,,,,,,,tʰiː˥˩.naj˩˩˦,,ˈonde̝,,,,,,vʊ,,,,zot,ˈunde,,ˈkjèː,,,,,,,ˈunt,nɛɾɛd̪ɛ,ˈhɑrɑ,,,,,,ɡd͡ʑɛ,ɡdʲe,,,ˈqɑjðɑ,,,,,,ʔɗəw˧˧,,ˈdove,,,,,,,sɔ,vɔɾˈtɛʁ,ˈu.bi,,,,,,kùɾ,,,voː,,kʊr,,,,,u,,idu,säd,,kʰoˈdʒɒː,,ˈɡɟɛ,ejˈfo,ʋaːr,,,,,,imɛg,,,,,,,,,,,ˈdɛ,,sɔ,,di manə,,
smell,,,,,oˈlo,,,,,,,,ˈsɒɡ,,,,,,,,,,,,,,,,ˈvuːɲɛ,,,,ˈʃɐj.ɾu,,,,miɾoˈðʝa,,ˈne̞ːmsʰe̞,,buj,ʔəna̰ɴ,,,,,ˈhɑju,,,,,,,klin˨˩,,,,,,,,,lɪxt,,,,,,,,,,,,,,koˈku,ɡɔxu,,,,,ɡənd̪ʱ,ˈza.pax,ˈzapəx,,,jɪ̞θ,,,,,,muj˨˩,,oˈdo.re,,,,,,,ʃuräpʰä,hɔt,ˈo.dor,,,,,,,,,ɡəˈʁʊχ,ɛːɹ,,,,,,ɔ.dœʁ,,ɲ̟io̞i,qʼnɔsvä,loɡt,,,,ˈʁe.aχ,ɣøːr,,,,,,likʰwni,k̥lin,,,,,,,,,,,,ɔʃuru,,bau,,pax
swell,,,,,imˈflaɾ.sə,,,,,,,,ˈdɒɡɒd,,,,,,,,,,,,,,,,,,,,ĩ.ˈʃa(ɹ),,,,ˈpɾizome,,pupʰuɭda̠,,,,,,,,,,,,,,,bua̯m˧,,,,,,,,,,ˈpœlna,,pʰu.la,,,,,,,,,,,,,,,,,,ˈpux.nɔɲt͡ɕ,rəzdʊˈvat͡sːə,,,,,,,,,sɨŋ˧˧,,,,,,,,,mbäruä,uˈrɛl,in.tuˈmeːs.koː,,,,,,,,,ˈʃvɛlən,,,,,,,ɡɔ̃.fle,,,ʃɛʃupʼɛbä,,,,,,ˈzʋɛlə(n),,,,,,liʃiɛ,,,,,,,,,,,,,ɔbäru,,,,
neck,,,,,ˈkɔʎ,kaɖate:l,,katə,ˈʃijə,vrat,,,ˈɲɒk,kaɭuttə,hɑls,,bo:ɭe,,,,guɖunga,,ˈkweʎo,ɡɽiː.ʋɑ́ː,,,,,kr̩k,,,,pɨʃ.ˈko.su,,,,,meɖaka:ja,mo̞k̚,,,lɛ̀bɪ́ɴ,,,kanɖ,,ˈkɑu̯lɑ,,,,,,,kʰɔː˧,,pesˈkoθo̝,,,mak,,ˈmˠɪnɑːl,haldz,hauls,,,di.ŋi,ɡɨt,,ˈʋráːt,,,,,tūk,,,,,,lex,,,,ˈʂɨ.ja,ˈʂɛjə,,,mu.ˈjɯ̞n,,,,,asaɾdu,ko˧˩,kp:ma:ɭi,ˈkɔl.lo,ɡærdæn,,kuthige,,kekkilə,,kʼisɛri,viz,ˈkol.lum,,,meɖa,,kaɻutə,,íntaːmo,,hals,ˈcafə,ˈkä̌ːklɐs̪,,,,,ku,ho˧˩,kɯ̟ᵝbʲi,kʼisɛri,hals,ɡærdæn,xut͡su,kr̩k,,,,ˈkʰo.si,,ɡʊðv,bo:ɭe,kʼintʃχ,k,,kʰesir,,,,,,maɾ,,ˈʃɪjɐ,,dʒinikʰi,,lehe(r),,
red,,,,,ˈrɔt͡ʃ,netiɾ,,keppə,tʃɛrˈvɛn,,,,ˈpiroʃ,cem,ræʉ,røːd,tʃo:pə,qɯzɯĺ,qəˈzəl,,eɾɾag,,ˈroxo,ɽu.d̪ʱi.ɽɐ́,ˈtʲɛrɛk,,,,ˈt͡ʃɛrvɛniː,,,,vɨɾ.ˈmɐ(j).ʎu,ʔaħ.mar,,netuɾi,ˈkocinos,eɾɾa,p͈a̠ɭɡa̠tʰa̠,ryːð,sur,nì,,,tukud,,ˈpunɑi̯nen,roːi̯,,,,,,dɛːŋ˧,xɔnq,beɾˈmeʎo̝,,,jeruɖi,,ˈdʲaɾˠəɡ,,ˈrøyːðʏr,,,ɹɔ.ŋa,ˈro.ʃu,,ərˈdɛ́tʃ,,,,,key,,,kɯɾmɯzɯ,,,xi:sun,,,lɑːl,t͡ʂɛrˈvɔ.nɨ,ˈkrasnɨj,,,,,,,,e:so,ʔɗɔ˧˩,tissəgaɳɖa:ngi,ˈros.so,,,kempu,ˈɐħmɐr,kempu,,tʃʼitʰä,kɑɾˈmiɾ,ˈru.be.us,,,eɾupu,,tʃumappə,sâɾkans,,,roːt,kuc,rɐʊˈdoːnɐs,ʀəʊt,,ˈdʒɛ̃,,ʁuʒ,,akaki,tsʼitʰɛli,røːd,ɢeɾˈmez,,ˈt͡ʃɛrvɛniː,,roːt,,,,koːχ,tʃo:pə,tsʼərni,k̥rhm,pʊˈla,kheso,lal,,,,,keppə,,t͡ʃeˈrwɔnei̯,,mtʃʼitʰä,*dmar.po,merah,,t͡ʂɨˈrvonɨ
stone,,ˈkɛvɯɾ,,,ˈpe.dɾə,kal,,kallə,ˈkamək,,,,ˈkøː,kallə,,,kallə,,tɑs,krap,baɳɖa,,ˈpjedɾa,,,,,,ˈkaːmɛn,,,,ˈpɛ.dɾɐ,,,ʋali,,ɾa:j,to̞ːɭ,,,t͡ɕaʊʔ,,,kanɖ,,ˈkiʋi,,ˈkea̯ðːkiː,,,,,hin˩˩˦,,ˈpɛðɾɐ,,klaːx,gunɖə,,klˠɔx,,steitn,,,pa.tʰɔɹ,,,ˈkàːmən,,,,,kel,,ˈpɛjɾo,tɑʃ,,,xal,,,pət̪.t̪ʰəɾ,ˈka.mʲɛɲ,ˈkamʲɪnʲ,,,tɑʂ,tɑʃ,,,,guga,ʔɗaː˧˦,kallə,ˈpjɛtra,sæŋ,,kallu,,kallu,,kʰuä,kʰɑɾ,ˈla.pis,,,ɾa:ji,,kallə,,íːtʃe,,ʃtaɪn,ɡuɾ,,ʃteːn,,,,pjɛʁ,,iɕi,kʰvä,,sæŋɡ,,ˈkamɛɲ,ˈeven,steːn,,ˈmʷa.ɽá,,ˈkarɛɡ,kallu,bætʃ,t̥ʰm,ba.ˈto,pakʰna,,,,,t͡ɕul,kaɾs,stiə̯n,,,kʰvä,*rdo,batu,,
bark,,,,,əsˈkɔɾ.sə,kollutʃo,,paʈʈe,koˈra,,,,ˈkeːrɛɡ,paʈʈe,,,aʈʈe,,qɑˈbəq,,to:l,,korˈteθa,ʋɐl̪.kɐ́,,,,,ˈkuːra,,,,,li.ħaːʔ,,,,beɾaɖu,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,,,ʔəkʰaʊʔ,,,tukud,,ˈpuːŋˌkuɔri,bɑs,,,,,,plɯa̯k̚˨˩,,,,ruːs,ɖanɖi maɖɖa,,ɾˠuːsˠk,,ˈpœr̥kʏr,ˈpœɹ̥kʊɹ,,ba.kɔ.li,,,ˈlùːbjɛ,,,,,tūk,,,,,,bund,,,tʃʰaːl,ˈkɔ.ra,kɐˈra,,,qɑˈβɯ̞q,,,,,bʰumi,vɔ˧˩,meɾto:lə,korˈtettʃa,pɵːst,,nāru,,ketta,,tʼqʼɛbi,kɛˈʁɛv,ˈkor.teks,,,paṭṭa,,paṭṭa,,îːᶢǁʱôːlo,,ˈbɔʁkə,,ʒʲɪəˈvʲěː,ʃuəl,,,,e.kɔʁs,naŋ˨˦,,kʰɛrkʰi,bark,,xɔɮtʰəs,ˈku̯o.ra,,sxɔrs,,,,ˈr̥ɪskl̩,to:lu,tʼɛpʰ,,,o:ɖak,cʰal,,,,,puʈkoɾi,,,,tʼkʼɛbi,,,,kaˈra
hold,,,,,ə.ɡwənˈta,,tʰɯː˩˨,,,,,,ˈtɒrt,,,,,,,,,,aɡwanˈtaɾ,,kʰuːm,,,,dr̩ʒɛt,,,,ˌse.ɡu.ˈɾa(ɹ),,,,,,tɯɭda̠,,,kàɪɴ,,,,,ˈpitæːˣ,ɦœu,,,,,,tʰɯː˩˩˦,,,,,,,ˈkɪn̠ʲə,,ˈhalta,,,,ˈt͡si.ne,,,,,,,,,,,tutˈmɑχ,,,,,pə.kəɽ.nɑː,ˈtʂɨ.mat͡ɕ,dʲɪrˈʐatʲ,,,,,,,,,zɨ˦ˀ˥,,teˈne.re,,,,,,,däkʼinɛbä,bərˈnɛl,ˈte.ne.oː,,,,,,tuɾɛ̂ːt,,,ˈhaltn̩,mbaj,tʊˈɾʲeːtʲɪ,ˈhaːlen,,,,tə.niʁ,,,dätʃʼɛrä,,,,ˈdr̩ʒac,,ˈɦɑu̯də(n),,,,dal,,lirmi,kān´,,,,,,,,,hɔːdə,,,ɔkʰätʃu,,,,trɨˈmat͡sʲ
road,,,,,kə.rəˈte.ɾə,ta:ɾi,,ta:ɾi,pɤt,,,,ˈuːt,vaḻi,,vɛːɡ,ba:te,,,,haɾɾi,,kaˈmino,,,,,,ˈt͡sɛsta,,,,iʃ.ˈtɾa.ðɐ,tˁa.riːq,,,ˈðromos,aɾɾi,kiɭ,,wɑʈ,láɴ,,hɛ̃nd,rasta,,,pɑt,,,,,,tʰa˨˩.non˩˩˦,,esˈtɾaða̝,,reːd̪,daaɾ,ɾast̪a,ˈbˠoːhəɾˠ,,ˈvɛːɣʏr,ˈveːvʊɹ,,bat,,,ˈtsèːsta,,,,,pāv,,,jɔɫ,,,saɖak,,,səɽək,ˈdrɔ.ɡa,dɐˈroɡə,,,jul,,,,,pa:odu,ʔɗɨəŋ˨˩,baʈʈi,ˈstrada,,,mārga,triːʔ,paɾvata,,ʃärä,t͡ʃɑnɑˈpɑɾ,ˈwi.a,,,ma:ɾgamu,,ʋaɻi,tsɛʎʃ,uḿ̩ɡwaːǃo,,ˈʃtraːsə,ˈruɡə,ˈkælʲɐs,,,,,ʁut,lo˧,dau,gzä,,,,ˈt͡sɛsta,,baːn,,mˈse.(w)u,,,raste,ʃukʼw,p̥ʰlūv,,ɖahaɾe,səɽək,,,,,a:laɾ,,dɔˈrɔɦɐ,,gzä,,d͡ʒalan,,
