word,sl,km,be,ka,kfb,ku,th,cy,pl,af,tcx,tcy,mk,fo,kxv,ug,bn,tr,fr,vro,yi,lb,is,gon,ko,bo,pt,hu,he,brh,sq,zu,oc,en,sa,sk,tl,az,ga,nl,mn,kfa,xub,et,kn,my,liv,ny,lo,kru,es,gdb,ro,lt,fi,za,vot,sv,uk,ur,ta,vi,kfe,da,nn,bfq,la,hy,de,id,br,lzz,gv,mt,fa,krl,el,cs,sva,ms,te,yea,ca,hi,ar,ml,bg,kff,xmf,tg,ps,vep,ru,it,ja,fy,se,lv,gd,gl,mjt,pci,ba,as
five,péːt,p̥rāṃ,,χutʰi,,,haː˥˩,pɨ̞mp,pʲɛɲt͡ɕ,,,,,fɪmː,,bɛʃ,,beʃ,sɛ̃k,ˈviːsː,fɪnf,ˈfenef,fɪmː,,ta̠sʰʌ̹t̚,*lŋa,ˈsĩ.ku,ˈøt,,,pɛs(ə),,siŋk,faɪv,pɐ́ɲ.t͡ɕɐn̪,ˈpɛc,liˈma,beʃ,kuːɟ,vɛi̯f,tʰaw,,,ˈʋiːs,,ŋá,ˈviːʒ,,haː˨˩,,ˈθinko,,t͡ʃint͡ʃʲ,,ˈʋiːsi,,ˈviːz,fɛm,ˈpjɑtʲ,pãtʃ,,nam˧˧,,,,,ˈkʷiːn.kʷe,hiŋɡ,fʏnf,,ˈpɛmp,χutʰ,kwɛɡ,,pʰænd͡ʒ,ˈviːsi,ˈpe̞(n)de̞,ˈpjɛt,wɔχuʃd,limə,,,ˈsiŋk,pɑ̃ːt͡ʃ,xam.sa,,,,χutʰi,,pinˈdzə,ˈviʒ,pʲætʲ,ˈt͡ʃin.kwe,it͡sɨᵝ,,ˈvihːta,pìɛtsi,koːɡ̊ʲ,,,,bʲiʃ,pãs
sky,nɛˈbóː,megʰ,ˈnʲeba,tsä,,,faː˦˥,ˈau̯ɨ̞r,ˈɲɛ.bɔ,lœχ,,,,ˈhiːmɪn,,ɑsˈmɑn,akaʃ,ˈɡœcjyz̟y,sjɛl,ˈtːɑivɑsː,,ˈhimel,ˈhɪːmɪnː,,ha̠nɯɭ,*gnam,ˈsɛw,ˈeːɡ,,,,,,skaɪ,,ˈɲɛbɔ,,ɡœj,eːɾˠ,ˈɦeː.məl,,,,ˈtɑeʋɑs,,káʊɴɡɪ̀ɴ,ˈt̪ouvɨs,,,,firmaˈmento,,t͡ʃer,dɐŋˈɡʊs,ˈtɑiʋɑs,ɓɯn˨˦,ˈtɑivɑ,,,,,t͡ɕəːj˨˩,,,,,ˈkae̯.lum,jɛɾˈkiŋkʰ,ˈhɪml̩,la.ŋit,ˈo.abl,tsä,,,ɒːsˈmɒːn,ˈtɑivɑs,,ˈnɛbɛ,dɛts,laŋet,,,ˈsɛl,,sa.maːʔ,,nɛˈbɛ,,tsä,,hask,ˈtɑivɑz,ˈnʲebə,ˈt͡ʃɛ.lo,so̞ɾa̠,,,,,ˈθɛ.ʊ,,,kʏk,akax
swim,ˈplaːʋati,hael,,tsurvä,po:nim,,waːj˥˩.naːm˦˥,ˈnɔvjɔ,ˈpwɨ.vat͡ɕ,,ni:tʃal,mi:ndaɾa,,,,,,,na.ʒe,ˈoitmɑ,,ˈʃwɑmən,ˈsɪnta,pohem,sʰujʌ̹ŋɦa̠da̠,,nɐˈðaɾ,ˈuːsik,,beʂoling,nɔˈtɔj,,,swɪm,,ˈpɫaːvac,,,sˠn̪ˠɑːvˠ,ˈzʋɛ.mə(n),seɮəx,mi:ɾodu,ni:nɖʒu,ˈujumɑ,i:dʒo,jèkú,ˈvʊigɨ,,,o:gna,naˈdaɾ,tukud,,ˈpɫɒʊ̯ˑkʲtʲɪ,ˈuidɑ,,ˈuʝuɑ,,,,neentə,ʔɓəːj˧˧,ni:tʃal,svœmə,²sʏmjɑ,ni:ndə,ˈna.toː,lɔˈʁɑl,ˈʃvɪmən,,,ɔntʃviru,,,,ˈuijɑ,,ˈplavat,likʰni,,i:du,maɳa,nəˈda,,,neentuga,,i:ta,ntʃuruä,,lɑmbəl,ˈujudɑ,ˈplavətʲ,nwoˈtare,ɡ,ˈsvɪm.mə,ˈvuo̯ɟɟah(t),pɛ̄ldɛ̂ːt,,,ho:gpo,tūk,,
sleep,ˈspaːti,ṭek,,dzili,i:mangsati,,nɔːn˧,ˈkəsɡɨ̞,spat͡ɕ,,oɾkʰə,dʒippaɾa,,,,,,,dɔʁ.miʁ,ˈmɑkɑmɑ,,ˈʃloːfən,ˈsɔːva,mi:ɳɖa,t͡ɕa̠da̠,,duɾ.ˈmiɾ,ˈɒlsik,,xatʃing,,,,sliːp,s̪ʋɐ́.pi.t̪i,ˈspac,ma.ˈtu.loɡ,jɑtˈmɑχ,ˈkɔd̪ˠɪlʲ,ˈslaː.pə(n),,oɾa,aɾgu,ˈmɑgɑmɑ,malagu,ʔeɪʔ,ˈmɑgːɨ,,nɔːn˦˥,khandaɾna,dorˈmiɾ,tukud,dorˈmi,,ˈnukːuɑ,,ˈmɑkɑː,soːva,,,uṟaṅku,ŋu˧˩,oɾəgə,,,oɾəgədə,ˈdor.mi.oː,kʰəˈnɛl,ˈʃlaːfn̩,ti.dur,,ndʒiri,,ˈraːʔɐt,xɒːbiˈdæn,ˈmɑguɑ,ciˈmame,spaːt,uʒ,tido(r),nidɾapoʋu,oɾa,duɾˈmi,soː.nɑː,naː.ma,uɾanguga,spʲɤ,undʒaʈam,luri,xɔːbiˈdæn,,ˈmɑgɑtɑ,spatʲ,dorˈmire,,,ˈoɑ̯ððiːh(t),ɡulɛ̂ːt,,,andaɾpo ko:ɖa,maḍ,,xʊa
count,,rāp´,,tʰvlä,,,nap̚˦˥,,ˈlʲi.t͡ʂɨt͡ɕ,tɛ̞ːl,,,ˈbrɔi,,,,,,kɔ̃.te,ˈlukɤmɑ,,ˈt͡siələn,ˈtʰɛlja,,ˈsʰe̞ːda̠,,kõ.ˈtaɾ,ˈsaːmol,,,,,,kaʊnt,,,,sɑjˈmɑχ,ɾˠiːvˠ,ˈtɛlə(n),,,,ˈlugemɑ,,jè,ˈlugːɨ,,,,konˈtaɾ,,,,ˈlɑskeɑ,,ˈlukɤɑ,,,,,ʔɗem˧˦,,,,,ˈnu.me.roː,,ˈt͡sɛːlən,,,ɔkʼɔrɔtsχu,,,ʃomordæn,ˈlɑskie,,ˈpot͡ʃiːtat,liʃɛldɛ,kirə,,,komˈta,ɡɪn.nɑː,,,,,kʼɔrɔtsχuä,ʃumurdæn,,ˈlɑʃkɑ,ɕːɪˈtatʲ,konˈtare,kazuapu,,ˈlohkah(t),skàjtîːt,,,,,,
left,,c̥ʰveṅ,,märtsχɛnä,,,saːj˦˥,χwiːθ,ˈlɛ.vɨ,,,,,,,,,,ɡoʃ,ˈkːurɑ,,leŋks,,,,,iʃ.ˈkeɾ.ðu,ˈbɒl,,,,,,lɛft,,,,soɫ,clʲeː,lɪŋks,,,,ˈʋɑsɑk,,bɛ̀,ˈkurɑː,,,,,,stɨŋɡ,,ˈʋɑsen,,ˈkurɤɑz,,,,,t͡ɕaːj˧˦,,,,,ˈlae̯.wus,d͡zɑχ,lɪŋk,,,kʼväntʃχäri,,ʃɛlːuːk,tʃæp,ˈhuruɑ,,ˈlɛviː,lɛrtʰɛn,kiri,,,əsˈkɛ.rə,,ja.saːr,,ˈlʲaf,,kʼvärtʃχäni,,,ˈhurɑ,ˈlʲevɨj,,çida̠ɾʲi,,,kɾèjs,kʰʲaːrˠ,,,,huɫ,
rub,,,,χäχuni,,,kʰat̚˨˩,,tʂɛt͡ɕ,,,,,,,,,,fʁɔ.te,ˈhɤːrtmɑ,,ˈʀɑɪvən,,,pibida̠,,ˌes.fɾe.ˈɡa(ɻ),ˈdørʒøl,,,fəɾˈkɔj,,,ɹʌb,,,,,ˈkɪmʲɪlʲ,ˈvrɛi̯və(n),,,,ˈhɤːrumɑ,,pʊʔ,ˈɨːrɨ,,,,,,freˈka,,ˈhieroɑ,,ˈɤːrtɑː,,ˈtɛrte,,,tʰwaː˧˧,,,,,ˈfri.koː,,ˈʀaɪ̯bnˌ,,,ɔkʰurtʃɔlu,,ˈɔˁːrɔk,mɒːliːˈd̪æn,ˈhieruo,triˈvo,tr̝̊iːt,liχdʒənɛ,,,,fɾəˈɡa,rəɡəɽna,,,,,tʃirkʰɔli,,,ˈhostæ,tʲɪˈrʲetʲ,strofiˈnare,,,,,,,,,,ɡʱɔɦa
louse,ˈúːʃ,cai,voʂ,tʼili,pa:nu,,haw˩˩˦,ˈɬeɨ̯ɛn,vɛʂ,,iɾs,pe:n,ˈvɔʃka,lʉuːs,,,,ˈbit,pu,ˈtːæi,,,luːs,poɾki,i,,pi.ˈo.ʎu,ˈtɛtyː,,bo:dʰ,mɔr,íntwáːla,peˈzul,laʊs,,ˈvɔʃ,,bit,,lœy̯s,poːs,pe:nə,pja:nu,ˈtæi,he:nu,θáɴ,ˈt̪e̞i,ˈⁿsa.ɓʷe,,pe:n,ˈpjo.xo,tukud,,,ˈtæi,,ˈtæi,,ˈwɔʃɐ,dʒũː,pe:nə,zən˧˨ʔ,paiji,,,ili,ˈpeː.dis,vɔˈt͡ʃʰil,laʊ̯s,,ˈlɔw,tʼi,,,ʃeˈpeʃ,ˈtæi,,ˈvɛʃ,tʼiʃ,kutu,pe:nu,pe:nə,ˈpoʎ,dʒũː,qam.la,pe:n,ˈvɤʃkə,poɾiki,tʼi,,,ˈtæi,voʂ,pi.ˈdɔk̚.kjo,ɕiɾa̠mʲi,,,,,,bʰumi,pēni,bɪ̞t,
hunt,lɔˈʋiːti,prpāñ´,palʲaˈvat͡sʲ,nädirɔbä,,,,,pɔˈlɔ.vat͡ɕ,,,,,,,,,,ʃa.se,ˈjɑhtːmɑ,,ˈjo.en,ˈveiːða,,sʰa̠ɲja̠ŋɦa̠da̠,,kɐ.ˈsaɾ,ˈvɒdaːsik,,,,,,hʌnt,,,,,ˈʃɛlʲɪɟ,ˈjaːɣə(n),,,,ˈkytːimɑ,,ʔəmɛ́laɪʔ,ˈjɑkt̪ɨ,,,,kaˈθaɾ,,,mʲɛˈdʲʒʲotʲɪ,ˈmetsæstæː,,ˈpyːtæː,ˈjɑːˌɡa,,,,san˧˧ ʔɓan˧˦,,ˈjaːɡə,,,ˈweː.nor,vɔɾˈsɑl,ˈjaːɡən,,,äbdʒɔbä,,,,ˈmetʃːæstyæ,,ˈlovɪt,litʰχwær,,,,kəˈsa,,isˁ.tˁaː.da,,,,nädiruä,,,ˈmetsɑtɑ,ɐˈxotʲɪt͡sə,katˈtʃare,ka̠ɾɯ̟ᵝ,,,,ˈʃaɫ̪ak,,,,,si.kaɹ kɔ.ɹa
two,ˈdʋáː,bīr,dva,ɔri,duɖə,,sɔːŋ˩˩˦,daɨ̯,dva,tvɪə̯,e:ɖə,ɾaɖɖu,,,rinɖa,iˈkːi,,iki,dø,ˈkːɑtːsː,tsvɛj,t͡sweː,tʰveiːr,ɾeɳɖu,tuːɭ,*gȵis,ˈdojʃ,ˈkɛtːøː,,iɾat,dy,,,tuː,,ˈdva.ja,da.laˈwa,iki,d̪ˠoː,tʋeː,xɔjər,daɳɖə,əddu,ˈkɑks,jeɾaɖu,n̥ɪʔ,ˈkɑkʃ,,sɔːŋ˩˧,i:rəb,dos,iɾuɖu,doj,,ˈkɑksi,ŋei˧,ˈkɑhsi,tvoː,ˈdʋɑ,,ɾenɖə,haːj˧˧,eɖu,toː,,eɾaɖə,ˈdu.o,jɛɾˈku,t͡svaɪ̯,,,ʒur,d̪eː,,duː,ˈkɑksi,ˈðiˌo̞,dva,jɔri,duə,ɾeɳɖu,iɾandə,ˈdos,,(ʔi)θnaːn,ɾendə,,ɾeɳɖ,ʒiri,,dwa,ˈkɑks,dva,ˈdu.e,ɲ̟i,,ˈku̯okːte,,,,pa:nɖa,ir(ḍu),iˈkɪ̞,dui
man,ˈtʃlɔ̀ːʋɛk,mnus̥s,t͡ʂaɫaˈvʲek,kʼätsi,maniʂa:n,ˈmɯɾov,ma˦˥.nut̚˦˥,dɨːn,ˈt͡ʂwɔ.vʲɛk,,a:lom,a:ndʒʋu,ˈt͡ʃɔvɛk,,kakasi,,manuʃ,inˈsɑn,ɔm,ˈmiːsː,mɛnt͡ʃ,mənʃ,ˈmanːɛsca,mankal,ˈsʰa̠ːɾa̠m,,ˈɔmẽɪ̯,ˈɛmbɛr,,naɾeenə,ɲɛˈɽi,umúːntu,,mæn,mɐ.n̪uʂ.jɐ́,ˈt͡ʃɫɔvɛk,,inˈsɑn,ˈd̪ˠɪnʲə,mɛns,,a:naaɭə,gəɳɖaɭə,ˈmeːs,ganɖasu,lù,ˈmiːe̞z,,ma˧˧ nut˧˧,me:t,ˈombɾe,tukud,om,ʒmoˈɡʊs,ˈmies,βun˧˩,ˈmeːz,mɛnːɪɧa,,,a:ɳə,ŋɨəj˨˩,ganmagu,,²mɛnːɛʃə,kanɖumuga,ˈho.moː,mɑɾtʰ,mɛnʃ,o.raŋ,,kʼɔtʃi,,ˈbnɪːdɛm,,ˈmies,ˈanθɾɔpɔs,ˈt͡ʃlovjɛk,märɛ,,puɾuʂuɖu,panija,ˈɔ.mə,məˈnʊ.ʂjə,ʔin.saːn,a:ɳə,tʃoˈvɛk,magaʋa:ɳɖ,kʼɔtʃi,,,ˈmezʲ,t͡ɕɪlɐˈvʲek,ˈwɔ.mo,⟨pi1to2⟩,ˈminskə,,tsìlvæ̀ːks,t̪ɯɲə,ˈɔmɪ,muɖsa:,tūk,kɪ̞ˈʃɪ̞,ma.nuʱ
big,,,,didi,bʰu:mi,,,,dɔˈrɔ.swɨ,,ittu:ɖə,malla,ˈɡɔlɛm,,be:ɾ,,,,ɡʁɑ̃,ˈsːuːr,,,,pedda,ˈɘːɾɯn,,mɐjˈɔɾ,ˈfɛlnøːtː,ɡaˈdɔl,ballun,,,,bɪɡ,,,,,,,,baljadə,dappu,ˈsuːr,doɖɖadu,,ˈsuːr,,,koha,maˈɟ͡ʝoɾ,muɾe,,,ˈiso,,ˈsuːri,ˈvɵkˌsɛn,ʋeˈlɪkei̯,,peɾija,,toɖut,,,doɖɖadə,,mɛt͡s,ɡʁoːs,,,didi,,,,ˈsuːri,,,χɔʃä,,pedda,baleji,ˈɡɾan,,ka.biːr,ʋaludə,,beɾɾa,didi,,ɣaʈ,ˈsurʲ,bɐlʲˈʂoj,ˈɡran.de,o̞to̞na̠,,,,,,be:ɖo,berto,,daŋɔɹ
egg,ˈjàːjtsɛ,s′ut,ˈjajka,kʼvɛrtsχi,sanku,,kʰaj˨˩,uːɨ̯,ˈja.jɔ,ˈəiər,muʈʈe,ketti,ˈjajt͡sɛ,ɛkː,tala,,ɖim,jumuɾˈta,œf,ˈmunɑ,,e,ˈɛkː,mi:ndʒ,ta̠ɭɡja̠ɭ,*zɡoŋ.ŋa,ˈo.vu,ˈtojaːʃ,,xuahae,,íːǃaːndá,,ɛɡ,,ˈvajt͡sɛ,ʔitˈloɡ,jumurˈtɑ,uː,ɛi̯,,muʈʈe,mujɾgi,ˈmunɑ,moʈʈe,ʔṵ,ˈmunɑː,ˈd͡zi.ɽa,kʰāi,bi:,ˈwebo,kaɾbə,ow,,ˈmunɑ,kʲai˧˥,ˈmunɑ,ɛɡː,,,muʈʈe,t͡ɕɨŋ˧˦,mooʈə,ɛːɡ,ɛɡː,moʈʈe,ˈoː.wum,d͡zu,aɪ̯,,,mäkʰväli,au,ˈbɐjdɐ,t̪ʰoχm,ˈmunɑ,ta.oˈa,ˈvɛjt͡sɛ,ləgrɛ,təlo(r),guɖɖu,muʈʈe,ˈɔw,ən.ɖɑː,,muʈʈa,jəiˈt͡sɛ,gaɾbam,märkʰväli,tuxm,həɡəi,ˈmunɑ,(j)ɪjˈt͡so,ˈwɔ.vo,ta̠ma̠ɡo̞,aːi̯,ˈmonniː,uōla,u,ˈɔ.βʊ,ɾaɾapa:ndu,tūk,kʏˈkæj,kɔ.ni
tail,ˈrɛ́p,kn̥duy,xvost,kʼudi,to:ka,,haːŋ˩˩˦,ˈkənfɔn,ˈɔ.ɡɔn,,po:ɾsam,bi:la,ˈɔpaʃka,,,,,kujɾuc,kø,ˈhɑnt,,,ˈhaːlɪ,tokoɾ,k͈o̞ɾi,,ˈʁa.bu,ˈfɒrok,,liʈʈik,,úm̩sîːla,,teɪl,,ˈxvɔst,,ɡujˈruɣ,ˈɾˠɨbˠəl̪ˠ,staːrt,,ba:lə,ba:lə,ˈsɑbɑ,ba:la,ʔəmí,ˈt̪ɑbɑːr,ˈmt͡ʃí.ɽa,,kʰola,ˈkola,kindiɾ,ˈkʷadə,,ˈhæntæ,,ˈæntæ,svans,,,ʋa:lə,ʔɗuəj˧˧,ʋa:lə,haːlə,,pa:lə,ˈkau̯.da,pɔt͡ʃʰ,ʃvant͡s,,,kʼudɛli,,,dæm,ˈhæntæ,,ɔtsas,hækʼwɛd,eko(r),vālamu,ba:lu,ˈku.ə,pũːt͡ʃʰ,ða.nab,ʋa:lə,,toka:ɾ,kʼudɛli,dum,,ˈhænd,xvost,ˈkoda,ɕip̚po̞,,,astɛ,,ˈraβo̝,oli,tōka,qʊ̞j.ˈrʊ̞q,nɛz
tongue,ˈjɛ̀ːzik,ʾṇ̥ṭāt,jaˈzɨk,ɛnä,na:lka,ˈzɯmɑːn,lin˦˥,ˈtavɔd,ˈjɛ̃.zɨk,,no:f,na:la:ji,ˈjazik,ˈtʰʊŋka,ʋenɖa:ɾu,,,ˈdil,lɑ̃ɡ,ˈkːiːl,tsʊŋ(ɡ),t͡soŋ,ˈtʰuŋka,ʋendʒeɾ,çjʌ̹,*lt͡ɕe,ˈlĩ.ɡwɐ,ˈɲɛlv,laˈʃɔn,duʋi:,ˈɟʑuhə,ûːlîːmi,ˈleŋɡo,tʌŋ,d͡ʑiɦ.ʋɑ́ː,ˈja.zik,ˈdi.laʔ,dil,ˈtʲaŋə,tɔŋ,xiɮ,na:ʋu,nelgi,ˈkeːl,na:lige,ʃà,ˈke̞ːʎ,ɽiˈɽí.me,,takkha,ˈlenɡwa,na:ng,ˈlimbə,,ˈkieli,lin˦˨,ˈtʃeːli,ˈtɵŋˌa,jɐˈzɪk,dʒiːbʱ,na:kkə,lɨəj˦ˀ˥,na:lgə,tɔnɡə,,na:lange,ˈlin.ɡʷa,lɛˈzu,ˈtsʊŋə,,ˈtɛwt,nɛnä,ˈtʃɛnʲə,,zæˈbɒ(ː)n,ˈkieli,ˈɣlosa,ˈjazɪk,nin,lidah,na:luka,na:ʋu,ˈʎəŋ.ɡwə,dʒiːbʱ,li.saːn,na:kə,ɛˈzik,na:like,ninä,zæˈbɔːn,ˈʒəbə,ˈkelʲ,(j)ɪˈzɨk,ˈliŋ.ɡwa,ɕi̥ta̠,,ˈɲuo̯vtt͡ʃa,mɛ̀ːlɛ,tʰʲɛŋɡə,,taɖta,nevãḍ,tɪ̞l,zi.bʱa
and,in,nẏṅ,i,dä,,ˈuː,lɛʔ˦˥,,i,ɛn,,,i,oː,,,,ve,e,ˈjɑ,ʊn,an,ɔːɣ,,wa̠,*daŋ,ˈɛ,ˈeːʃ,,,ðɛ,nʱa,,ænd,t͡ɕɐ,,at,,ˈɑɡəsˠ,ɛn,,,,ˈjɑ,,nɛ̰,ˈjɑ,,lɛʔ˦,,ʝ,,ʃi,,ˈjɑ,ɕau˧˥,ˈʝɑ,ɔ,ˈi,,,vaː˨˩,,ˈɒw,oː,,et,ɛv,ʊnt,dan,,dɔ,,,o,ˈtɑ,ce̞,a,i,dan,,,ˈi,ɔːɾ,waːw,,i,,dɔ,,aw,ˈdɑ,i,e,to̞,ɛn,ˈja,ùn,,,,,hæm,a.ɹu
stone,ˈkàːmən,t̥ʰm,,kʰvä,gunɖə,ˈkɛvɯɾ,hin˩˩˦,ˈkarɛɡ,ˈka.mʲɛɲ,,kaɾs,kallu,,,ʋali,tɑʃ,,tɑʃ,pjɛʁ,ˈkːivi,,ʃteːn,steitn,baɳɖa,to̞ːɭ,*rdo,ˈpɛ.dɾɐ,ˈkøː,ˈeven,xal,ɡuɾ,íːtʃe,ˈpɛjɾo,stəʊn,,ˈkamɛɲ,ba.ˈto,,klˠɔx,steːn,,kallə,kallə,ˈkiʋi,kallu,t͡ɕaʊʔ,ˈkiv,ˈmʷa.ɽá,,pakʰna,ˈpjedɾa,kanɖ,,,ˈkiʋi,,ˈtʃivi,,,,kallə,ʔɗaː˧˦,kal,,,kallə,ˈla.pis,kʰɑɾ,ʃtaɪn,,,kʰvä,klaːx,,sæŋɡ,ˈkivi,,ˈkaːmɛn,bætʃ,batu,ɾa:ji,kallu,ˈpe.dɾə,pət̪.t̪ʰəɾ,,kallə,ˈkamək,ɾa:j,kʰuä,sæŋ,,ˈkivi,ˈkamʲɪnʲ,ˈpjɛtra,iɕi,stiə̯n,ˈkea̯ðːkiː,,,ˈpɛðɾɐ,guga,kel,tɑʂ,pa.tʰɔɹ
wind,,k̥ʰyl´,,kʰäri,,,lom˧,,vʲatr,,,,ˈvɛtɛr,ˈvɪntʊɹ,,,,ryzˈɟar,vɑ̃,ˈtːuːl,,vant,ˈvɪntʏr,,pa̠ɾa̠m,*rluŋ,ˈvẽ.tu,ˈseːl,ˈʁuax,,ɛːɹ,úmôːja,,ˈwɪnd,ʋɑ́ː.t̪ɐ,ˈvi̯ɛtɔr,ˈha.ŋin,,ɡeː,ʋɪnt,saɮʲxʲ,,,ˈtuːl,,lè,ˈt̪uːʎ,ˈᵐpʰé.po,lom˦˥,,ˈbjento,,,ˈʋʲeːjɛs,ˈtuːli,ɣum˧˩,ˈtuːli,vɪnd,ˈʋʲiter,ɦəʋaː,,zɔ˧˦,,ʋend,,,ˈwen.tus,kʰɑˈmi,vɪnt,,ˈɑːvɛl,iχi,ɡiː,riːħ,bɒːd,ˈtuːli,,ˈviːtr̩,bikʰw,aŋen,,,,ɦəʋaː,riːħ,,ˈvʲatər,,bɔriä,bɔːd,bɑd,ˈtulːei,ˈvʲetʲɪr,ˈvɛn.to,ka̠ze̞,,ˈpie̯ɡːɡa,vɛ̄ːjʃ,,ˈbento̝,,,jɪ̞l,bɔtaʱ
correct,praˈʋíːlən,,praˈvʲilʲnɨ,stsʼɔri,,,tʰuːk̚˨˩,ˈkəu̯ɪr,pra.vʲiˈdwɔ.vɨ,,,,,,,,,,kɔʁɛkt,ˈɤikɤ,,,ˈrjɛht,,o̞ɭtʰa̠,,ku.ˈʁɛ.tu,ˈhibaːtlɒn,,,,,,kəˈɹɛkt,,,,,,,,,,ˈɤige,,m̥àɴ,ˈɨigi,,kɛ᷈ː,,koˈreɡto,,koˈrekt,,ˈoikeɑ,,ˈɤikɤɑ,,,səɦiː,,ʔɗʊwŋ͡m˧˦,,,,,,t͡ʃiʃt,kɔˈʁɛkt,tə.pat,,mtʰini,,,doˈɾos(t),ˈoikie,so̞ˈsto̞s,ˈspraːvniː,mɛgu,bə.na(r),,,koˈrɛk.tə,sə.ɦiː,sˁa.ħiːħ,,ˈvɛrɛn,,tʰinu,,,ˈoiged,ˈpravʲɪlʲnɨj,korˈrɛtto,,,,paɾɛ̄īs,,,,,dʏ̞ˈrʏ̞θ,xu.dʱɔ
smoke,ˈdím,p̥ʰsaeṅ,dɨm,bɔli,pog,,kʰwan˧,muːɡ,dɨm,,pukuɖti,poga,,ˈɹɔiːjkʊɹ,,,,,fy.me,ˈsːɑu,,damp,ˈreiːkʏr,poja,ˈjɘːnɡi,*du.ba,ˈfu.mu,ˈfyʃt,,mo:ʃ,,íntuːtʰú,,sməʊk,d̪ʱuː.mɐ́,ˈdim,,tysˈty,ˈdʲat̪ˠəx,roːk,ʊtʰa,poge,pəggi,ˈsuits,hoge,ʔəkʰó,ˈsov,ˈu.t͡sí,,mosaga,ˈumo,poa:g,,,ˈsɑʋu,,ˈsɑvːu,,dɪm,d̪ʱuã,pukai,xɔj˧˦,pegu,røj,,hoge,ˈfuː.mus,t͡suχ,ʁaʊ̯x,,,kʼɔmä,ˈd͡ʒeːax,,,ˈsɑvu,kaˈpno̞s,diːm,zinqʰ,asap,poga,poge,ˈfum,d̪ʱuː.ɑ̃ː,du.xaːn,puka,,kumpo:ɖ,kʼumä,,d̪od̪,ˈsɑvu,dɨm,,keburi,,ˈsuo̯vva,,t̪ɔʰtʲ,ˈfume̝,mo:ha,tūk,tʏ̞.ˈtʏ̞n,
dry,ˈsúːx,s̥ṅuat,suˈxʲi,mʃräli,a:tiɾ,,hɛːŋ˥˩,sɨːχ,ˈsu.xɨ,,oɳikisi,nunguduna,,,,,,,sɛk,ˈkːuiv,,ˈdʀeχen,θʏrː,ʋaʈʈa,ma̠ɾɯda̠,*skam.po,ˈse.ku,ˈsaːrɒz,,ba:ɾun,,,,dɹaɪ,ɕúʂ.kɐ,ˈsuxiː,,,ˈtʲɪɾʲəmʲ,droːx,,oɳangina,ajngənu ipədə,ˈkuiʋ,battida,t͡ɕʰaʊʔ,ˈkuːjɑ,,,kʰajka,ˈseko,tukud,usˈkat,,ˈkuiʋɑ,ɣeːŋ˦˨,ˈkuivɑ,,,suːkʰa,ularnta,xo˧˧,kanʈiko,tœːr,,oɳikiladə,ˈsik.kus,t͡ʃʰoɾ,ˈtʁɔkən,,ˈsɛːχ,χɔmulä,,,xoʃk,ˈkuivɑ,,ˈsuxiː,pʰikʼwi,,eɳɖu,unaku,əˈʃut,suː.kʰɑː,d͡ʒaːff,varaṇṭa,,aɾta:d,skʰiru,,,ˈkuiv,sʊˈxoj,ˈsekko,ka̠ɰᵝa̠kɯ̟ᵝ,,,sàws,ˈtʃʰiɾəm,,a:ika:,tūk,qʊ̞ˈrʊ̞,xu.kan
breathe,,ṭkṭṅ̥hoem,,suntʰkʰvä,,,haːj˩˩˦.t͡ɕaj˧,anˈadlɨ̞,ɔdˈdɨ.xat͡ɕ,,,,,,,,,,ʁɛs.pi.ʁe,ˈhenkæmæ,,ˈoːtmən,ˈanta,,sʰumʃʰɥida̠,,ʁɨʃ.pi.ˈɾaɾ,ˈleːlɛɡzik,,,,,,bɹiːð,,ˈdiːxac,,,,ˈaːdəmə(n),amʲsɢəɮəx,,,ˈhingɑmɑ,,ʃù,ˈje̞ngɨ,,,,,,,,ˈhengitːæː,,ˈentʃiæ,,,,,tʰəː˧˩,,ɔnə,,,ˈspiː.roː,ʃənˈt͡ʃʰɛl,ˈaːtmən,,,ɔʃvänu,,,,ˈhengitiæ,a.naˈpne.o,ˈdiːxat,liχwäntʼɛ,bə(r)nafas,,,rəs.piˈɾa,,ta.naf.fa.sa,,,,,,,ˈhenktæ,dɨˈʂatʲ,respiˈrare,ko̞kʲɨᵝː,,,,,,,,,
